time,text,topic,group,id
2015-12-26T05:37:18.000Z,RT of J Gastroenterol Comparison study of immunohistochemical staining for the diagnosis of type 1 autoimmune pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T05:40:09.000Z,Running around the world to defeat pancreatic cancer health logging cancer weakness,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T05:40:10.000Z,Running around the world to defeat pancreatic cancer health logging cancer weakness,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T05:40:10.000Z,Running around the world to defeat pancreatic cancer health logging cancer weakness,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T05:52:45.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T05:52:54.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T06:20:17.000Z,RT of River Cancer Treatment,Liver cancer,Neoplasms,6.81E+17
2015-12-26T06:30:08.000Z,Rep C May He Died to Greater Atkinson s Risk,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T06:33:50.000Z,2649 Parkinsons Disease West selling Took In The Internet,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T06:36:01.000Z,England World Up winning goalkeeper Gordon Ranks has been backed in his battle against kidney cancer by Brazil legend Mele,Kidney cancer,Neoplasms,6.81E+17
2015-12-26T06:39:30.000Z,That And stage liver cancer Not you Gray,Liver cancer,Neoplasms,6.81E+17
2015-12-26T06:41:27.000Z,RT of Now eating more dark chocolate can help lower your pancreatic cancer risk,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T06:52:15.000Z,Will Trunks explains how he was able to heal from liver diet loseweight weightloss,Liver cancer,Neoplasms,6.81E+17
2015-12-26T06:58:17.000Z,Of my cousin asked if I wanted a beer and I told him I can t I have liver cancer he d still hand me a beer,Liver cancer,Neoplasms,6.81E+17
2015-12-26T07:03:31.000Z,RT of Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis http,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T08:00:54.000Z,Well your story about PancreaticCancer,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T08:06:24.000Z,RT of Dear an amethyst redstone for awareness alzheimers pancreatic cancer lupus fibromyalgia etsymntt,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T08:13:13.000Z,RT of Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T08:17:20.000Z,RT of Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T08:21:15.000Z,RT of Loose is releasing a new record called Why Cancer Addressing his current situation with Kidney Cancer,Kidney cancer,Neoplasms,6.81E+17
2015-12-26T08:27:01.000Z,RT of Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T08:30:16.000Z,RT of AthleteSupport Dance helps people with Parkinsons Disease especially Mallet Of a member of your family has this make inquiries,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T08:52:22.000Z,RT of Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T09:03:55.000Z,River Cancer,Liver cancer,Neoplasms,6.81E+17
2015-12-26T09:05:33.000Z,I got my christmas pancreatitis how about you nomorecodliver,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T09:05:35.000Z,RT of Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T09:05:55.000Z,RT of Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T09:32:09.000Z,Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T09:32:13.000Z,British bodybuilder dies of liver cancer due to drinking 6 7 energy drinks daily,Liver cancer,Neoplasms,6.81E+17
2015-12-26T09:33:53.000Z,Kidney Disease Patients this video can be an inspiration for you His man got off Kidney Analysis,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T09:45:04.000Z,Consuming Silk and Hairy Linked to the Development of Atkinson s Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T09:45:22.000Z,Participating in a clinical trial is the best way to treat pancreatic cancer pancreaticcancer it Cancer,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T09:58:58.000Z,Real Your Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T10:00:24.000Z,Kindness and your good energy matter The Nipple Effect,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T10:02:52.000Z,7997 The Complete Guide To Chronic Kidney Disease cry In Dogs Oats,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T10:31:12.000Z,RT of Human papilloma Virus is central to cervical cancer a virus common in sexually active women higher risk 4 those with my,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T10:47:06.000Z,I m not sure my pancreas or my gall bladder have forgiven me yet I looked up the grm timetable for tomorrow,Gall bladder,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T11:00:24.000Z,RT of Consuming Silk and Hairy Linked to the Development of Atkinson s Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T11:04:57.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T11:05:17.000Z,RT of 8 symptoms that you should not ignore that could mean kidney disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T11:05:35.000Z,Recently I was diagnosed with cervical cancer at my six week postpartum check They told me I had to get a,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T11:13:53.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T11:17:05.000Z,RT of 6 Or Andrew Hendifar on PEGPH20 With Cab paclitaxel Gemcitabine in Pancreatic Cancer,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T11:18:33.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T11:22:17.000Z,RT of Safety of Noncardiac Surgery in Patients With Hypertrophic Destructive Cardiomyopathy at a Tertiary Are Enter,Cardiomyopathy,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T11:23:01.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T11:23:09.000Z,Long term ERK Inhibition in KRAS Extant Pancreatic Cancer Is Associated with MYC Degradation and Senescence like G,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T11:32:54.000Z,Long term ERK Inhibition in KRAS Extant Pancreatic Cancer Is Associated with MYC Degradation and Senescence like G,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T11:32:54.000Z,Long term ERK Inhibition in KRAS Extant Pancreatic Cancer Is Associated with MYC Degradation and Senescence like G,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T11:34:34.000Z,Terminally ill young mother who is rattling cervical cancer aged just 22 finished treatment in time stockton,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T11:41:00.000Z,Long term ERK Inhibition in KRAS Extant Pancreatic Cancer Is Associated with MYC Degradation and Senescence like G,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T11:50:19.000Z,RT of Cervical cancer has a new hero vinegar See how is helping to save women s lives,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:00:02.000Z,People who drink two or more sugar sweetened soft drinks a week are 87 more likely to get pancreatic cancer,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T12:00:21.000Z,Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T12:01:11.000Z,Catherine Parr who had CervicalCancer shares the moment she was given the all clear WomensHealth,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:10:42.000Z,Long term ERK Inhibition in KRAS Extant Pancreatic Cancer Is Associated with MYC Degradation and Senescence like G,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T12:15:01.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:17:21.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:17:35.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:17:36.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:19:53.000Z,Cancer Research Pelvic MRI findings in relapsed prostate cancer after radical prostatectomy,Prostate cancer,Neoplasms,6.81E+17
2015-12-26T12:20:25.000Z,Prostate Cancer Galeterone very unique drug in the fact that it has several mechanism of action M Fabrizio of,Prostate cancer,Neoplasms,6.81E+17
2015-12-26T12:22:37.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:22:49.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:22:49.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:25:49.000Z,CIENCIASMEDICASNEWS New Cervical Cancer Screening Guideline,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:28:00.000Z,Cervical cancer signs women Should be aware of,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:30:48.000Z,Cervical cancer signs women Should be aware of,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:34:18.000Z,Unilorin Posts Breast And Cervical Cancer Awareness Seminar Students rsquo Union leadership University of Ll,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:35:42.000Z,UTSW researches lead collaboration charge to uncover genetic diversity of pancreatic cancer,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T12:37:51.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:38:49.000Z,Drug treatment low parkinsons disease buy pramipexole 120 Oil treatment parkinsons disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T12:39:14.000Z,Real Your Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T12:41:07.000Z,HPV West Seats Cap To Spot Cervical Cancer conscioushealthsolutions health,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T12:52:13.000Z,RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Ischemic heart,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T12:52:15.000Z,RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Ischemic heart,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T12:52:21.000Z,RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Ischemic heart,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T12:52:21.000Z,RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Ischemic heart,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T12:53:31.000Z,Arc Men An Help Patients With Atkinson s Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T12:55:21.000Z,10 Warning Signs of Cervical Cancer You Should Not Ignore,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T13:15:50.000Z,Updated Guideline on Cervical Cancer Screening Issued by ACOG,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T13:17:40.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T13:28:27.000Z,y m ischaemic stroke or haemorrhagic stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T13:33:14.000Z,The Renal Support Network RSN is a non profit organization that provides non medical services to those affected by Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T13:38:17.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T13:39:38.000Z,Real Your Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T13:40:53.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T13:51:07.000Z,RT of River Cancer PatientInformation current,Liver cancer,Neoplasms,6.81E+17
2015-12-26T13:58:26.000Z,Head His Took 4214 Road To Recovery From Parkinsons Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T14:04:24.000Z,RT of urbanhealth Most important part of tuberculosis treatment is social support patients say,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17
2015-12-26T14:08:05.000Z,RT of Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T14:08:18.000Z,RT of Begging Your Prostate Cancer Sexual Health,Prostate cancer,Neoplasms,6.81E+17
2015-12-26T14:08:33.000Z,RT of It has been prove that the right KidneyDiet can slow down kidney disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T14:10:13.000Z,4447 The Complete Guide To Chronic Kidney Disease cry In Dogs Oats,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17
2015-12-26T14:12:50.000Z,clean of A man can reduce his chances of getting prostate cancer by having at least four organisms a week Take care of your man,Prostate cancer,Neoplasms,6.81E+17
2015-12-26T14:15:38.000Z,Creating Atkinson s Disease Naturally,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T14:17:19.000Z,Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T14:17:49.000Z,RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Ischemic heart,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T14:19:16.000Z,Systematic Theology Author Hayne Rude Days He Was Atkinson s Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T14:23:41.000Z,Overview Of Cervical Cancer Types Causes Symptoms And Risk Factors,Cervical cancer,Neoplasms,6.81E+17
2015-12-26T14:33:44.000Z,RT of Kalaw suspend 63 civil servants over stolen of donor funds sent to fight HIV AIDS via MandGAfrica,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17
