,1,2,3,4,5
1779,of Syncope in myocarditis 18 present with arrythmias Or Martin Ruin SVUH grand rounds,myocarditis,Cardiovascular and circulatory diseases,6.71E+17,0.0
1780,of takotsubo cardiomyopathy often presents as acute chest pain after a distressful event No Vital euroecho,ischemic stroke,Cardiovascular and circulatory diseases,6.71E+17,0.0
1781,of Talking about my of diagnosis with in this week s,Cervical cancer,Neoplasms,6.76E+17,0.0
1782,of Tea officer i have asthma,COPD,Chronic respiratory diseases,6.75E+17,0.0
1783,of TestPrep Today s answer with known ischaemic heart disease or active ischaemia going for vast surg or multiple RCRI risks and o,ischemic stroke,Cardiovascular and circulatory diseases,6.76E+17,0.0
1784,of Thanks to TeamcurePC for raising Pancreatic Cancer awareness in Sov amp year round,Endocarditis,Cardiovascular and circulatory diseases,6.76E+17,0.0
1785,of That is COPD chronic destructive pulmonary disease COPD LOVEyourLUNGS Voices4COPD,Abortion,Maternal disorders,6.81E+17,0.0
1786,Of the 4 deadliest cancers only lungcancer lacks routine screening Now dose of scars may help some,Breast cancer,Neoplasms,6.80E+17,0.0
1787,of The ankle brachial index ABI result is used to predict the severity of peripheral arterial disease PAD,Parkinsons disease,Neurological disorders,6.76E+17,0.0
1788,of The definition of Alzheimer s so si amp ethics respective April 14 15 2016,Pancreatic cancer,Neoplasms,6.76E+17,0.0
1789,of The EVAR of trial Endovascular approach when unfit for open aortic aneurysm repair Classic Series More,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,0.0
1790,of The idea that HIV AIDS could never affect you because you re not Insert whoever you believe is more susceptible of,multiple sclerosis,Neurological disorders,6.81E+17,0.0
1791,of The is the real winner tonight my hot date Sum 9 month battle with breast cancer valleys,Rheumatic heart,Cardiovascular and circulatory diseases,6.71E+17,0.0
1792,of The latest on Finer s lung cancer therapy Xalkori,Cervical cancer,Neoplasms,6.76E+17,0.0
1793,of There are around 180 000 new cases of epilepsy each year About 30 occur in children florida ll,Abortion,Maternal disorders,6.81E+17,0.0
1794,Of there s one thing I wish I did again before I turned 18 would have been diabetes camp again The best week of my life out there,Epilepsy,Neurological disorders,6.78E+17,0.0
1795,of thin for 30 g Rheumatic Never and Rheumatic Heart Disease Report of a WHO Expert rheumaticheart disease,Kidney cancer,Neoplasms,6.81E+17,0.0
1796,of To not drive Of under strong meditation or suffering from epilepsy via,Breast cancer,Neoplasms,6.81E+17,0.0
1797,of To you admit myocarditis pericarditis can be caused by vaccination,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,0.0
1798,of Today I join in declaring that we must end presentable maternal deaths from haemorrhage ZeroMaternalDeaths http,Pancreatic cancer,Neoplasms,6.81E+17,0.0
1799,of Trial Fibrillation Updated Management Guideline and Nursing Complications via,Non-Hodgkin lymphoma,Neoplasms,6.77E+17,0.0
1800,of Tuberculosis or of is unable w treatment which consists of multiple drugs amp must be taken for a minimum of six months,Leukemia,Neoplasms,6.81E+17,0.0
1801,of Tuberculosis or of now ranks as the world s leading infectious disease killer along with HIV,Breast cancer,Neoplasms,6.81E+17,0.0
1802,of Type 2 Diabetes is a Chronic irreversible condition Really Results in final Up DoctorInTheHouse tonight 9PM,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.70E+17,0.0
1803,of up On Hodgkin lympho patient Paul on how remaining positive helped him through treatment http,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
1804,of USA Older people rarely receive adequate treatment for HIV AIDS Support them this WorldAIDSDay http,Abortion,Maternal disorders,6.81E+17,0.0
1805,of Very minute blowing smoke into the camera on snapchat Fire has asthma To you ever think about that To Because you re,Endocarditis,Cardiovascular and circulatory diseases,6.70E+17,0.0
1806,of Vigorous Exercise and Other Healthy Lifestyle Habits May Protect Against Oncology Nurse Adviser,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.70E+17,0.0
1807,of WarmWishes Him Portions His week I flew to Ottawa and connected with my Tom who has Alzheimer s,Pancreatic cancer,Neoplasms,6.76E+17,0.0
1808,of Was Between 2 spread hope to cancer patients Thanks in Advance El Leukaemia s Lionheart The Right of a Lifetime http,Ischemic heart,Cardiovascular and circulatory diseases,6.74E+17,0.0
1809,of Was your loved one been diagnosed with breast cancer Our forum is a great place to talk with people who understand,Non-Hodgkin lymphoma,Neoplasms,6.71E+17,0.0
1810,of WATCH Baron Motsoaledi He re very far from defeating the HIV anaemic,Cardiomyopathy,Cardiovascular and circulatory diseases,6.75E+17,0.0
1811,of Watch His 4 Or Old Girl Rattling Leukaemia Carry The An Of Her Dreams Her Favorite Nurse,Pneumoconiosis,Chronic respiratory diseases,6.70E+17,0.0
1812,Of Watson WORMWOOD 425 my All Bladder River Disease Parasites Forms 270 Caps,Leukemia,Neoplasms,6.80E+17,0.0
1813,of West Diet The West Diabetes Natural Remedies Now to,Non-Hodgkin lymphoma,Neoplasms,6.70E+17,0.0
1814,of When pp say Need is so so bad for you To Cigarettes amp alcohol are so bad for you Need doesn t kill u w lung or liver,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,0.0
1815,of Why are you dedicated to beating pancreatic cancer Share your story,Pancreatic cancer,Neoplasms,6.76E+17,0.0
1816,of Why PancreaticCancer is the hidden killer health,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,0.0
1817,of Why walking slowly could be an early sign of Alzheimer s disease via,COPD,Chronic respiratory diseases,6.76E+17,0.0
1818,of WirtRacquelle general russiangirl floweroflife fishporn Parkinsons disease best selling book on the into,Non-Hodgkin lymphoma,Neoplasms,6.74E+17,0.0
1819,of Worried about this Did Rose will track doses of beds you give your kiss,Maternal hemorrhage,Maternal disorders,6.70E+17,0.0
1820,Of you CANNOT say Thank God for Breast Cancer it s because God has reprobated your mind so you cannot know or please Him,Breast cancer,Neoplasms,6.77E+17,0.0
1821,Of you have a long term chest condition like chronic destructive pulmonary disease COPD get a free fly vaccine today lungs beatflu,Cardiomyopathy,Cardiovascular and circulatory diseases,6.81E+17,0.0
1822,Of you re organized You re less likely to catch Alzheimer s disease,Leukemia,Neoplasms,6.77E+17,0.0
1823,of YTviralindia healthcare healthyfood wheat grass grow home Kitchener diabetes skins blood respiratory,Aortic aneurysm,Cardiovascular and circulatory diseases,6.70E+17,0.0
1824,Officials hopeful about drop in diabetes GoogleAlerts,Maternal hemorrhage,Maternal disorders,6.70E+17,0.0
1825,Oh an Irish bloke Patrick recommending contraction in Ethopia Ireland both Republic and N Ireland where abortion is illegal Mmm,Parkinsons disease,Neurological disorders,6.80E+17,0.0
1826,Oh bow Not my MRI results today By myocarditis has healed completely To that s that,Breast cancer,Neoplasms,6.78E+17,0.0
1827,Oh dear Effective Treatment For Prostate Cancer Doubles the Risks of Alzheimer s Disease Study Shows,Alzheimer,Neurological disorders,6.80E+17,0.0
1828,oh I m addicted to their sweet tea too but it s so bad for my kidneys Too kidney disease,Abortion,Maternal disorders,6.80E+17,0.0
1829,oh my god now you re donna cure Alzheimer s Does Monica still make a nice humor Must asking,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
1830,Oh the joys of asthma,Epilepsy,Neurological disorders,6.77E+17,0.0
1831,Oh Well I suppose chocolate is of so long as it doesn t give me a migrate,Abortion,Maternal disorders,6.80E+17,0.0
1832,OHIO Grown Applaud Release of National Action Plan to Address Drug Resistant Tuberculosis,Pneumoconiosis,Chronic respiratory diseases,6.79E+17,0.0
1833,Ohio to introduce bill requiring burial or creation of fatal remains,Breast cancer,Neoplasms,6.77E+17,0.0
1834,ok its like my far the 100 epilepsy warning the,Ovarian cancer,Neoplasms,6.80E+17,0.0
1835,Okay I only have a few minutes gall bladder and rest infection just wanted you 2 know I checked the link And,Prostate cancer,Neoplasms,6.80E+17,0.0
1836,Okay liver cancer,Ovarian cancer,Neoplasms,6.80E+17,0.0
1837,Old More Alzheimer s Connection,Pancreatic cancer,Neoplasms,6.76E+17,0.0
1838,Older men at higher risk of ischaemic stroke in initiation phase of alpha blocked open,myocarditis,Cardiovascular and circulatory diseases,6.81E+17,0.0
1839,Omeprazole versus place for bleeding septic ulcer Classic Series More studies,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,0.0
1840,On anatomical implantation of supra aortic arteries for FET in huge thoracic aorta aneurysm is described,Pancreatic cancer,Neoplasms,6.76E+17,0.0
1841,On Hodgkin lympho patient Paul on how remaining positive helped him through treatment,multiple sclerosis,Neurological disorders,6.81E+17,0.0
1842,On Hodgkin Lymphoma occasionally develops into a honey amber stomach Life expectancy 23 minutes,Breast cancer,Neoplasms,6.77E+17,0.0
1843,On Hodgkin Lymphoma Study of Novartis T cell Therapy Shows Early Efficacy GoogleAlerts,Leukemia,Neoplasms,6.76E+17,0.0
1844,On Hodgkin s Lymphoma Observed in the Saw Bones,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,0.0
1845,On t feel bad There will be other misogynist creating to fill that void in your up gall bladder,Prostate cancer,Neoplasms,6.80E+17,0.0
1846,On t let this year s holiday season be your last,lung cancer,Neoplasms,6.78E+17,0.0
1848,On t stop funding only drug for pancreaticcancer Sign and of the Petition please via,Alzheimer,Neurological disorders,6.81E+17,0.0
1849,Once or twice why ever had migrate,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
1850,Oncogenex Shares All After Release Of Prostate Cancer,Cardiomyopathy,Cardiovascular and circulatory diseases,6.75E+17,0.0
1851,One girl needed her asthma pump and the teacher wouldn t let her get it,Atrial fibrillation,Cardiovascular and circulatory diseases,6.79E+17,0.0
1852,One more video from Than Academy about the difference between ischaemic stroke and haemorrhagic stroke,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,0.0
1853,One of our favorite toronto companies is Ontario View the Profile,Ischemic heart,Cardiovascular and circulatory diseases,6.79E+17,0.0
1854,One of the wonderful things about not drinking aside from the lack of liver cancer is watching everyone struggle in BWS down the road,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,0.0
1855,One stage Procedure for Concomitant Abdominal Aortic Aneurysm and Gastric Cancer,Epilepsy,Neurological disorders,6.81E+17,0.0
1856,One unusual way to help your dog with pancreatitis,Prostate cancer,Neoplasms,6.80E+17,0.0
1857,ONLY 2 DAYS UNTIL LAUNCH AGP Hematology less parma leukaemia acutemyeloid livecoveragefromASH ASH15 DAYS2LAUNCH ASH15AGP,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.70E+17,0.0
1858,Only Six Days After Starting Cannabis Oil His Little Girl s Leukaemia Went into Remission,Leukemia,Neoplasms,6.80E+17,0.0
1859,Ontario Women get informed for breast cancer prevention and awareness Avoid any Alcohol a class 1 Carcinogen,Pancreatic cancer,Neoplasms,6.78E+17,0.0
1860,oo like that in scared because breast cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
1861,Optimum Kidney Support and Cleanse With Organic Cranberry KidneyDisease,COPD,Chronic respiratory diseases,6.78E+17,0.0
1862,Or Hantschel s such focused on pathophysiology amp pathogenesis of leukaemia in humans Odyssey User for over 8 years,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,0.0
1863,Or Hidalgo Participating in a clinical trial is the best way to treat pancreatic cancer it Cancer pancreaticcancer,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,0.0
1864,Or Khurshid Our had to think on his feet to save a 2 or old who had an asthma attack on a transatlantic flight,Pancreatic cancer,Neoplasms,6.80E+17,0.0
1865,Or product manager Direct to Consumer amp dash Ischaemic Heart Disease Lead Foster City of MBA jobs USA,Breast cancer,Neoplasms,6.81E+17,0.0
1866,Or Product Manager Direct to Consumer Ischaemic Heart Disease,Cervical cancer,Neoplasms,6.81E+17,0.0
1867,Oral Anticoagulation After Successful Trial Fibrillation Relation Operations Is It Necessary,Pancreatic cancer,Neoplasms,6.76E+17,0.0
1868,Organ Oil Diabetes Cholestrol Eight Loss natural appetite suppressing Menopause Digestion Increase,Maternal hemorrhage,Maternal disorders,6.70E+17,0.0
1869,Organize a medical camp for Asthma and of in Mahuaa Raghopur on quarterly basis,Endocarditis,Cardiovascular and circulatory diseases,6.75E+17,0.0
1870,Originally we were donna get a combined say abortion cause we didn t know how far she was but then the kitten came out,Liver cancer,Neoplasms,6.80E+17,0.0
1871,ORL Actinomyces naeslundii In Uncommon Cause of Endocarditis Sfakianakis,Parkinsons disease,Neurological disorders,6.81E+17,0.0
1872,Other c f Veil s syndrome jaundice haemorrhage renal failure amp myocarditis meningitis pulmonary haemorrhage amp respiratory failure,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
1873,Other in law already in tears because her gall bladder is playing up and she doesn t want to ruin Was Expect forced joviality and,Prostate cancer,Neoplasms,6.80E+17,0.0
1874,Other possible complications pericarditis endocarditis left ventricular failure valvulitis and fibrosis RheumatoidArthritis,Kidney cancer,Neoplasms,6.81E+17,0.0
1875,Our CPD module on Atkinson s disease is now live on our webster parkinsons CPD,Pancreatic cancer,Neoplasms,6.77E+17,0.0
1876,Our dog was a mess at age 10 w lecky gall bladder Not it fixed put her on a million supplement got nearly another 7 yes,Liver cancer,Neoplasms,6.79E+17,0.0
1877,Our Great Pancake Party raises vital funds that provide help and support for people affected by cardiomyopathy,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,0.0
1878,Our paper published today in Science Translational Red Therapeutic marketing of cases kinds 1 in breast cancer,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,0.0
1879,Outcome According to Elective Pelvic Radiation Therapy in Patients With High Risk Localised Prostate Cancer A,Breast cancer,Neoplasms,6.81E+17,0.0
1880,Outcome of a Clinical Pathway for Borderline Respectable Pancreatic Cancer,Prostate cancer,Neoplasms,6.81E+17,0.0
