time,text,topic,group,id,isDup
2015-12-23T11:43:54.000Z,RT of 10 000 Rural Dwellers In Snug Communities To Assess Free HIV AIDS Other Medical Rests http,Pancreatic cancer,Neoplasms,6.80E+17,
2015-12-23T14:48:54.000Z,RT of 10 signs you may be getting multiple sclerosis,Cervical cancer,Neoplasms,6.80E+17,
2015-12-23T15:26:25.000Z,RT of 10 Unknown Acts About Diabetes,Cervical cancer,Neoplasms,6.80E+17,
2015-12-26T21:32:45.000Z,RT of 14 year old girl pulled by classmates because she has cancer,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-16T23:12:11.000Z,RT of 1800homecare The 5 Most Famous People Who Have Atkinson s Disease caregivers parkinsons cerebritis,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-25T12:08:23.000Z,RT of 1992 I can make up my mind on whether to be an ashore to you or give you diabetes,COPD,Chronic respiratory diseases,6.80E+17,
2015-12-26T23:25:14.000Z,RT of 1stMiniMerlin Thanks for the follow MOJObandanas Help us help others dementia alzheimer cutis disease,Alzheimer,Neurological disorders,6.81E+17,
2015-12-19T23:50:01.000Z,RT of 20 000 new cases of ovarian cancer per year That s too many Tapping Cancer Farmers team,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-23T06:02:01.000Z,RT of 22 December 2014 Toe Pocket English rock musician With a Little Help from By Friends dies of lung cancer at 70 http,Parkinsons disease,Neurological disorders,6.80E+17,
2015-12-22T02:10:59.000Z,RT of 24 increase in the occurrence of pancreatic cancer for every 100 my per day decrease in magnesium intake,Pancreatitis,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-23T20:23:47.000Z,RT of 26 000 people in sub Saharan Africa die every year of liver cancer associated with chronic exposure to aflatoxins,Kidney cancer,Neoplasms,6.80E+17,
Sun Dec 13 03:05:38 +0000 2015,RT of 3 200 kiss 50 schools 1 rheumatic heart disease warrior More on Cherry s work in Labia he,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,
2015-12-23T23:45:01.000Z,RT of 3 months until purpleday the global epilepsy day Met s get Google to go purple that day hot,Alzheimer,Neurological disorders,6.80E+17,
2015-12-23T23:42:48.000Z,RT of 30 seas to sign please of,Prostate cancer,Neoplasms,6.80E+17,
2015-12-26T21:19:22.000Z,RT of 350 newborns amp mothers may have been exposed to tuberculosis after nurse tested positive,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-22T10:02:05.000Z,RT of 4 Life MissUniverse2015 HIV AIDS in Philippines won t be solved by RHLaw,Kidney cancer,Neoplasms,6.79E+17,
2015-12-24T12:56:52.000Z,RT of 49 Yeah I seem to remember that sermon about gay rights and abortion and Muslims being good,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-16T22:06:30.000Z,RT of 5 of my friends now have leukaemia They say leukaemia incidence rate is 1 10000 To did I have 50000 friends Via a,lung cancer,Neoplasms,6.77E+17,
2015-12-23T23:59:41.000Z,RT of 5secsofgracie u are the human version of a migrate,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-23T21:39:52.000Z,RT of 6 Or Andrew Hendifar on PEGPH20 With Cab paclitaxel Gemcitabine in Pancreatic Cancer,Pancreatic cancer,Neoplasms,6.80E+17,
2015-12-23T23:59:53.000Z,RT of 60M with acute mesoblastic leukaemia non specific esterase positive MLL rearranged with t 10 11 put que hemepath,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-16T20:24:25.000Z,RT of 7 or old Button Smith has had leukaemia for 3 years Yesterday he signed a letter of intent with http,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-19T19:31:33.000Z,RT of 75 mild ma know every reach personally be careful with Benjamin brush he got asthma,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-23T15:45:35.000Z,RT of 8 of the worst ways politicians tried to limit access to abortion in 2015,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-23T21:32:12.000Z,RT of 8 symptoms that you should not ignore that could mean kidney disease,Epilepsy,Neurological disorders,6.80E+17,
2015-12-16T22:20:24.000Z,RT of A breast cancer patient going for total mastectomy had a request before surgery it was to be filled dancing in O R,Ovarian cancer,Neoplasms,6.77E+17,
2015-12-16T22:32:49.000Z,RT of A breast cancer patient going for total mastectomy had a request before surgery it was to be filled dancing in O R hot,Prostate cancer,Neoplasms,6.77E+17,
2015-12-22T16:07:24.000Z,RT of A breast cancer patient going for total mastectomy had a request before surgery it was to be filled dancing in O R http,Pancreatitis,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-23T23:07:05.000Z,RT of A Christmas story of hope for Burn commit diagnosed with Leukaemia FREE,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-23T23:14:28.000Z,RT of A genetic change the Philadelphia chromosome is common in chronic myelogenous leukaemia hot,Prostate cancer,Neoplasms,6.80E+17,
2015-12-23T23:58:12.000Z,RT of A highly instructive cancer case report w genomics amp drug response http,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-23T23:24:47.000Z,RT of A new treatment for multiple sclerosis The drug has dramatic effects on relapsing of,lung cancer,Neoplasms,6.80E+17,
2015-12-23T23:24:11.000Z,RT of A new treatment for multiple sclerosis The drug has dramatic effects on relapsing of Clinical trials,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-26T23:24:15.000Z,RT of A One the best heart touching can t help but cry speeches of all time Still Alice speech at alzheimer s society,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-16T12:57:42.000Z,RT of A patent for the diagnostic of Chronic Destructive Pulmonary Disease COPD uses babelomics,Cervical cancer,Neoplasms,6.77E+17,
2015-12-15T18:49:39.000Z,RT of A person with SLE may have inflammation of various parts of the heart such as pericarditis myocarditis and endocard,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-24T18:03:53.000Z,RT of Abortion the greatest holocausts in our time Tom forgiveness is with Christ PPSellsBabyParts PPShoutYourStory http,Kidney cancer,Neoplasms,6.80E+17,
2015-12-25T15:08:28.000Z,RT of Absolutely He is a terrorist Nail is where he belongs prochoice of police feminist ab,Cardiomyopathy,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-15T17:21:41.000Z,RT of Acute Ischaemic Stroke Therapy,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-26T21:19:30.000Z,RT of Acute Myeloid Leukaemia He will defeat this,Pancreatic cancer,Neoplasms,6.81E+17,
2015-12-18T00:34:12.000Z,RT of Acute pancreatitis in dogs is common but not normal That it is what to do if it happens and how to avoid it,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-21T17:13:36.000Z,RT of Advances in Management of Acute Pancreatitis general nutrition a cornerstone of therapy Gastro Clinics,Endocarditis,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-16T23:53:02.000Z,RT of All diagnosed with an uncommon liver cancer called hepatoblastoma Head more here,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-26T22:49:54.000Z,RT of All I know about stalwart is that there s a spaceman with an asthma condition theforceawakens,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-19T19:03:37.000Z,RT of Alzheimer s Accurately Detected By Computerized Language Analysis by,Prostate cancer,Neoplasms,6.78E+17,
2015-12-23T23:54:36.000Z,RT of Alzheimer s and dementia are caused by small artery disease health kindle,Alzheimer,Neurological disorders,6.80E+17,
2015-12-16T22:43:12.000Z,RT of Alzheimer s so strong I forgot to pull out,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-23T14:13:53.000Z,RT of Amid HIV rumors of Face denied suffering from any degenerative or deadly diseases,Cervical cancer,Neoplasms,6.80E+17,
2015-12-23T20:28:35.000Z,RT of amp Atlanta of investigator launch kidney cancer study kidneycancer,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-23T02:07:32.000Z,RT of An anyone help me with one of those pathetic go fund me accounts I have advanced ovarian cancer just found out and can,Gall bladder,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-23T20:41:06.000Z,RT of An has liver cancer and is still drinking,Leukemia,Neoplasms,6.80E+17,
2015-12-19T23:19:26.000Z,RT of An He Afford Increased Efficacy of the Novel Anticoagulants and Devices Cardiology,Breast cancer,Neoplasms,6.78E+17,
2015-12-26T23:12:15.000Z,RT of An I think men are smart There s prostate cancer but you ll never see them having no boxers day or showing off their balls,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-22T10:23:02.000Z,RT of An Rose tuberculosis exposure Rabies born at Valley Red start long drug regiment via,Cardiomyopathy,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-16T19:35:50.000Z,RT of An you send William who has leukaemia a Christmas card It would mean the world to him http,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-23T08:08:51.000Z,RT of anaastasia x Please help my friend out I don t want her getting lung cancer,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-19T23:45:21.000Z,RT of Analysis shows more cancer than cardiac deaths in patients with mild renal disease,Asthma,Chronic respiratory diseases,6.78E+17,
2015-12-26T19:12:08.000Z,RT of and on of DEGENERATION the GraphicMedicine series and suicide by bear,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-23T23:49:25.000Z,RT of announces plan to find cure for Alzheimer s by 2025,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-19T23:19:57.000Z,RT of APA Ischaemic heart disease among the general Mongolian population a review of epidemiological studies,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-23T21:50:58.000Z,RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-23T21:25:29.000Z,RT of Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Prostate cancer,Neoplasms,6.80E+17,
2015-12-19T21:45:56.000Z,RT of Are you at risk for peripheral vascular disease Take this online assessment heartdisease heart,multiple sclerosis,Neurological disorders,6.78E+17,
2015-12-23T13:17:23.000Z,RT of Are you using too much relieved inhaled via asthma,Pancreatic cancer,Neoplasms,6.80E+17,
Sat Dec 12 14:42:21 +0000 2015,RT of Arterial ischaemic stroke in children with cardiac disease Neurology,Atrial fibrillation,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-19T22:21:38.000Z,RT of Arteriopathy study shows is the only prediction of recurrent stroke in children stroke,Epilepsy,Neurological disorders,6.78E+17,
Sat Dec 12 14:38:22 +0000 2015,RT of Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease The Phytochemicals,Cervical cancer,Neoplasms,6.76E+17,
Sat Dec 12 14:37:16 +0000 2015,RT of Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease The Symptoms,Cervical cancer,Neoplasms,6.76E+17,
Sat Dec 12 14:38:51 +0000 2015,RT of Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease Treatments In verbal medicine,Atrial fibrillation,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-26T23:11:31.000Z,RT of as on Limbaugh After incendiary gun abortion want StopRush Heals UniteBlue,Asthma,Chronic respiratory diseases,6.81E+17,
2015-12-23T18:09:04.000Z,RT of ASA AHA ASA Statement National for the Inclusion Exclusion Criteria for Intravenous Alteplase in Acute Ischaemic Stroke hot,Prostate cancer,Neoplasms,6.80E+17,
2015-12-19T22:51:01.000Z,RT of ASA Nontraditional Risk Factors for Ischaemic Stroke an Update Extract,Leukemia,Neoplasms,6.78E+17,
2015-12-16T23:41:13.000Z,RT of ASA of thrombosis in very severe and severe ischaemic stroke Results from the SITS ISTR Registry,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-19T23:48:24.000Z,RT of ASCP to lead a 26 Of initiative to decrease mortality from breast amp cervical cancer in Africa ASCP15 pathology,Abortion,Maternal disorders,6.78E+17,
2015-12-16T23:13:25.000Z,RT of asthma is a choice just breathe,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-25T21:27:53.000Z,RT of At Pitch Which bitch you know can leave the abortion clinic looking this fly BadBitchCentral,Liver cancer,Neoplasms,6.81E+17,
2015-12-26T20:56:03.000Z,RT of Ate William A clair CDN Infantry CEF with In dies Dec 13 1915 of pulmonary tuberculosis http,Leukemia,Neoplasms,6.81E+17,
2015-12-23T21:26:33.000Z,RT of AthleteSupport Dance helps people with Parkinsons Disease especially Mallet Of a member of your family has this make inquiries,Epilepsy,Neurological disorders,6.80E+17,
2015-12-19T20:07:11.000Z,RT of Atkinson s Disease And The Potential Of Cannabis Therapy from,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-15T23:20:14.000Z,RT of Atkinson s disease has been linked to drinking milk,ischemic stroke,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-23T21:13:52.000Z,RT of Atkinson s Treatment 10 Secrets to a Happier Life Parkinsons Parkinsons Disease,Pancreatic cancer,Neoplasms,6.80E+17,
2015-12-15T19:48:34.000Z,RT of Australia will host world first human stem cell trial that could cure Atkinson s disease,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,
2015-12-19T09:09:09.000Z,RT of away if fight flight response can be monitor it cut be useful in managing CRPS ak RSD Epilepsy,Cervical cancer,Neoplasms,6.78E+17,
2015-12-23T02:13:29.000Z,RT of Axillary Suddenly Develops In Interest In During Alzheimer s BB4SP,Liver cancer,Neoplasms,6.79E+17,
2015-12-19T23:50:33.000Z,RT of Baby it ACOG HPV Resting Vaccination Key to Cervical Cancer Even baby,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-22T23:22:45.000Z,RT of Back s being treated for leukaemia childcancer so Santa will be visiting him in the hospital Via,Liver cancer,Neoplasms,6.79E+17,
2015-12-16T23:42:37.000Z,RT of Bacterium That Causes Q Never Linked to On Hodgkin Lymphoma,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-26T23:12:18.000Z,RT of Bag Sofa Is By Pain Relief Practicing with Multiple Sclerosis,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-16T17:25:35.000Z,RT of Banana for Kidney Cancer Prevention,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-23T12:09:05.000Z,RT of BAR Fro your WCW got asthma Vol,Kidney cancer,Neoplasms,6.80E+17,
2015-12-23T23:58:42.000Z,RT of BARGAIN Love The Notebook Cry Blue Hydrangeas an Alzheimer s love story CR4U All from,Alzheimer,Neurological disorders,6.80E+17,
2015-12-24T15:50:32.000Z,RT of BARGAIN Love The Notebook Cry Blue Hydrangeas an Alzheimer s love story CR4U All romance,Liver cancer,Neoplasms,6.80E+17,
2015-12-16T22:20:12.000Z,RT of Barrowman please sir publicity prostate cancer more it is not just an old man disease,Ovarian cancer,Neoplasms,6.77E+17,
2015-12-25T19:23:46.000Z,RT of Battle Follette became pregnant at age 17 and was pushed towards abortion but she refused That baby later became no,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-19T06:17:58.000Z,RT of Beautiful site Former Butler standout Andrew Smith who has been rattling leukaemia attending today with wife,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-23T22:04:07.000Z,RT of Begging Your Prostate Cancer Sexual Health,Liver cancer,Neoplasms,6.80E+17,
2015-12-23T22:32:54.000Z,RT of Beginnings of researches find magnesium intake may be beneficial in preventing pancreatic cancer,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-19T11:19:53.000Z,RT of besides acne hormonal control period regulation and protection against bone thinning ovarian cancer amp anaemia,Cervical cancer,Neoplasms,6.78E+17,
2015-12-26T22:46:19.000Z,RT of bestdietworld Diabetes factor Exposed a breakthrough 100 scientifically prove way to fight your diam,Alzheimer,Neurological disorders,6.81E+17,
2015-12-23T08:10:33.000Z,RT of BIG STEP achieved towards TBFreeWorld today launched action plan to combat MDRTB Head,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,
